측정일시,권역명,측정소명,이산화질소농도(ppm),오존농도(ppm),일산화탄소농도(ppm),아황산가스농도(ppm),미세먼지(㎍/㎥),초미세먼지(㎍/㎥)
20231111,동북권,성동구,0.0122,0.0218,0.29,0.0021,18,10
20231111,동북권,성북구,0.0113,0.0238,0.3,0.0021,16,7
20231111,동남권,송파구,0.0168,0.025,0.39,0.0024,21,11
20231111,서남권,양천구,0.0163,0.0243,0.38,0.0027,20,11
20231111,서남권,영등포구,0.0149,0.0241,0.38,0.0024,18,11
20231111,도심권,용산구,0.0157,0.0219,0.41,0.0024,21,11
20231111,서북권,은평구,0.0123,0.0229,0.27,0.0031,18,9
20231111,도심권,종로구,0.0128,0.0258,0.4,0.0029,18,11
20231111,도심권,중구,0.0147,0.0199,0.35,0.0029,15,10
20231111,동북권,중랑구,0.015,0.0212,0.35,0.0024,18,12
20231112,동남권,강남구,0.0092,0.0321,0.3,0.003,18,11
20231112,동남권,강동구,0.0108,0.0284,0.45,0.0033,17,7
20231112,동북권,강북구,0.0066,0.034,0.37,0.0021,19,12
20231112,서남권,강서구,0.011,0.0295,0.36,0.0024,19,8
20231112,서남권,관악구,0.0119,0.0306,0.38,0.0021,22,11
20231112,동북권,광진구,0.011,0.0313,0.42,0.0017,18,10
20231112,서남권,구로구,0.0085,0.0249,0.27,0.0026,16,7
20231112,서남권,금천구,0.0138,0.0282,0.4,0.0021,19,10
20231112,동북권,노원구,0.01,0.0292,0.36,0.0026,22,14
20231112,동북권,도봉구,0.0061,0.0356,0.24,0.0021,18,11
20231112,동북권,동대문구,0.0084,0.0324,0.38,0.0026,20,10
20231112,서남권,동작구,0.0114,0.0322,0.3,0.0022,19,11
20231112,서북권,마포구,0.0135,0.0275,0.38,0.0022,20,12
20231112,서북권,서대문구,0.0096,0.0307,0.29,0.0024,18,12
20231112,동남권,서초구,0.0071,0.0282,0.27,0.0018,22,16
20231112,동북권,성동구,0.007,0.0286,0.27,0.0018,18,11
20231112,동북권,성북구,0.0076,0.03,0.3,0.0021,18,9
20231112,동남권,송파구,0.0112,0.0329,0.37,0.0023,21,12
20231112,서남권,양천구,0.0141,0.0292,0.39,0.0025,20,10
20231112,서남권,영등포구,0.0106,0.0307,0.36,0.0023,17,10
20231112,도심권,용산구,0.01,0.0289,0.4,0.0022,21,11
20231112,서북권,은평구,0.0099,0.0275,0.26,0.0031,19,10
20231112,도심권,종로구,0.0083,0.0328,0.4,0.0028,18,12
20231112,도심권,중구,0.0088,0.0284,0.34,0.0027,16,11
20231112,동북권,중랑구,0.0114,0.0273,0.34,0.0024,19,12
20231113,동남권,강남구,0.019,0.0243,0.36,0.0029,22,13
20231113,동남권,강동구,0.0248,0.0177,0.55,0.0034,24,10
20231113,동북권,강북구,0.0128,0.0266,0.43,0.0021,21,13
20231113,서남권,강서구,0.0187,0.0231,0.4,0.0027,24,11
20231113,서남권,관악구,0.0228,0.0219,0.45,0.0026,27,14
20231113,동북권,광진구,0.0235,0.022,0.51,0.0019,22,12
20231113,서남권,구로구,0.0168,0.0175,0.32,0.0029,23,11
20231113,서남권,금천구,0.0251,0.0195,0.47,0.0026,24,14
20231113,동북권,노원구,0.0237,0.0179,0.46,0.0028,27,16
20231113,동북권,도봉구,0.016,0.0266,0.31,0.0022,27,13
20231113,동북권,동대문구,0.018,0.0245,0.46,0.0028,24,12
20231113,서남권,동작구,0.0223,0.0229,0.36,0.0024,23,14
20231113,서북권,마포구,0.0231,0.0192,0.43,0.0025,23,15
20231113,서북권,서대문구,0.0192,0.0227,0.44,0.003,22,14
20231113,동남권,서초구,0.0169,0.0199,0.33,0.0018,30,20
20231113,동북권,성동구,0.0164,0.0203,0.32,0.002,22,13
20231113,동북권,성북구,0.0211,0.0193,0.39,0.0023,22,12
20231113,동남권,송파구,0.0227,0.0225,0.44,0.0024,25,14
20231113,서남권,양천구,0.0232,0.0221,0.43,0.0028,25,13
20231113,서남권,영등포구,0.021,0.0214,0.41,0.0025,21,14
20231113,도심권,용산구,0.0197,0.0218,0.46,0.0025,24,13
20231113,서북권,은평구,0.0181,0.0191,0.31,0.0032,24,13
20231113,도심권,종로구,0.0173,0.0245,0.45,0.0029,22,15
20231113,도심권,중구,0.0191,0.0188,0.4,0.0028,20,15
20231113,동북권,중랑구,0.0228,0.0182,0.43,0.0024,22,14
20231114,동남권,강남구,0.0285,0.0193,0.44,0.0031,27,15
20231114,동남권,강동구,0.0363,0.0122,0.68,0.0034,31,15
20231114,동북권,강북구,0.0163,0.0253,0.43,0.0022,21,13
20231114,서남권,강서구,0.0315,0.0164,0.53,0.003,27,13
20231114,서남권,관악구,0.0324,0.0175,0.52,0.0026,28,15
20231114,동북권,광진구,0.0359,0.0157,0.61,0.002,25,14
20231114,서남권,구로구,0.0237,0.0135,0.37,0.0028,27,14
20231114,서남권,금천구,0.0346,0.0136,0.55,0.0026,26,16
20231114,동북권,노원구,0.0314,0.0136,0.54,0.0029,26,16
20231114,동북권,도봉구,0.0245,0.0216,0.39,0.0023,24,14
20231114,동북권,동대문구,0.0292,0.0172,0.55,0.0028,27,14
20231114,서남권,동작구,0.0334,0.0166,0.43,0.0024,25,15
20231114,서북권,마포구,0.032,0.0165,0.52,0.0027,26,16
20231114,서북권,서대문구,0.0257,0.0193,0.68,0.0036,25,17
20231114,동남권,서초구,0.0254,0.0153,0.4,0.0018,35,23
20231114,동북권,성동구,0.0235,0.0163,0.38,0.0025,26,15
20231114,동북권,성북구,0.0276,0.0165,0.48,0.0023,25,14
20231114,동남권,송파구,0.0312,0.0178,0.49,0.0026,28,16
20231114,서남권,양천구,0.0363,0.0155,0.54,0.0029,28,14
20231114,서남권,영등포구,0.0311,0.0159,0.48,0.0026,25,16
20231114,도심권,용산구,0.0302,0.0168,0.51,0.0028,27,15
20231114,서북권,은평구,0.0254,0.0146,0.38,0.0032,24,11
20231114,도심권,종로구,0.0264,0.0203,0.55,0.0032,26,16
20231114,도심권,중구,0.0273,0.0168,0.49,0.003,22,15
20231114,동북권,중랑구,0.029,0.0156,0.45,0.0024,22,15
20231115,동남권,강남구,0.0393,0.0113,0.58,0.0033,45,29
20231115,동남권,강동구,0.041,0.0092,0.84,0.0033,51,31
20231115,동북권,강북구,0.0237,0.0153,0.57,0.0023,33,22
20231115,서남권,강서구,0.0439,0.0089,0.8,0.0036,50,28
20231115,서남권,관악구,0.0449,0.0108,0.76,0.0031,48,29
20231115,동북권,광진구,0.0452,0.0095,0.77,0.0022,41,26
20231115,서남권,구로구,0.0318,0.0078,0.61,0.0031,53,33
20231115,서남권,금천구,0.0443,0.0084,0.71,0.0032,43,30
20231115,동북권,노원구,0.0368,0.009,0.72,0.003,42,29
20231115,동북권,도봉구,0.0302,0.0157,0.51,0.0026,40,28
20231115,동북권,동대문구,0.0427,0.0103,0.71,0.0031,47,30
20231115,서남권,동작구,0.0447,0.0111,0.65,0.0029,43,30
20231115,서북권,마포구,0.0436,0.0099,0.75,0.003,42,30
20231115,서북권,서대문구,0.0337,0.0143,0.92,0.004,39,29
20231115,동남권,서초구,0.0373,0.0072,0.62,0.0019,63,43
20231115,동북권,성동구,0.032,0.0095,0.55,0.0028,43,28
20231115,동북권,성북구,0.0381,0.01,0.72,0.0024,45,28
20231115,동남권,송파구,0.0407,0.0109,0.69,0.003,44,28
20231115,서남권,양천구,0.051,0.0082,0.83,0.0034,49,31
20231115,서남권,영등포구,0.0425,0.0094,0.75,0.003,44,32
20231115,도심권,용산구,0.0424,0.0106,0.75,0.0033,42,26
20231115,서북권,은평구,0.0286,0.0129,0.58,0.0031,38,22
20231115,도심권,종로구,0.0387,0.0128,0.8,0.0039,43,30
20231115,도심권,중구,0.0373,0.0101,0.68,0.0031,36,29
20231115,동북권,중랑구,0.0317,0.0139,0.55,0.0024,37,28
20231116,동남권,강남구,0.0389,0.0069,0.57,0.0031,46,34
20231116,동남권,강동구,0.0388,0.007,0.84,0.003,51,39
20231116,동북권,강북구,0.0287,0.0083,0.6,0.0022,40,31
20231116,서남권,강서구,0.0425,0.0063,0.68,0.0031,46,31
20231116,서남권,관악구,0.04,0.0113,0.63,0.0028,44,30
20231116,동북권,광진구,0.0433,0.0078,0.77,0.002,43,33
20231116,서남권,구로구,0.029,0.008,0.46,0.0025,44,34
20231116,서남권,금천구,0.0351,0.0127,0.59,0.0027,41,32
20231116,동북권,노원구,0.035,0.0079,0.61,0.0027,34,33
20231116,동북권,도봉구,0.0329,0.011,0.43,0.0025,44,35
20231116,동북권,동대문구,0.0387,0.0065,0.64,0.0028,50,38
20231116,서남권,동작구,0.0405,0.0085,0.53,0.0025,43,33
20231116,서북권,마포구,0.0432,0.0037,0.68,0.0027,43,36
20231116,서북권,서대문구,0.038,0.0088,0.78,0.003,44,37
20231116,동남권,서초구,0.033,0.0069,0.51,0.0017,57,45
20231116,동북권,성동구,0.0291,0.0059,0.49,0.0022,48,34
20231116,동북권,성북구,0.0354,0.0063,0.61,0.002,48,33
20231116,동남권,송파구,0.0383,0.0073,0.63,0.0027,44,32
20231116,서남권,양천구,0.0451,0.0059,0.68,0.0029,49,36
20231116,서남권,영등포구,0.0398,0.0067,0.66,0.0027,43,37
20231116,도심권,용산구,0.0409,0.006,0.67,0.003,41,29
20231116,서북권,은평구,0.032,0.0094,0.65,0.0029,45,28
20231116,도심권,종로구,0.037,0.0071,0.69,0.004,47,36
20231116,도심권,중구,0.0394,0.0053,0.67,0.003,44,38
20231116,동북권,중랑구,0.0334,0.0087,0.56,0.0023,42,35
20231117,동남권,강남구,0.0163,0.0212,0.32,0.003,18,10
20231117,동남권,강동구,0.0186,0.018,0.61,0.003,17,7
20231117,동북권,강북구,0.008,0.0244,0.35,0.0022,16,7
20231117,서남권,강서구,0.0172,0.0197,0.37,0.0027,19,7
20231117,서남권,관악구,0.0179,0.0201,0.38,0.0023,20,9
20231117,동북권,광진구,0.0195,0.0202,0.54,0.0019,18,8
20231117,서남권,구로구,0.0128,0.0161,0.27,0.0026,16,7
20231117,서남권,금천구,0.0196,0.0176,0.42,0.0024,19,8
20231117,동북권,노원구,0.0151,0.0191,0.39,0.0025,20,10
20231117,동북권,도봉구,0.0082,0.0269,0.36,0.0022,16,8
20231117,동북권,동대문구,0.0145,0.0201,0.38,0.0026,19,9
20231117,서남권,동작구,0.0155,0.0213,0.31,0.0022,19,10
20231117,서북권,마포구,0.0183,0.0181,0.37,0.0026,16,9
20231117,서북권,서대문구,0.0154,0.0204,0.47,0.0031,17,11
20231117,동남권,서초구,0.0128,0.0181,0.29,0.0021,22,13
20231117,동북권,성동구,0.0123,0.0161,0.28,0.0019,20,9
20231117,동북권,성북구,0.012,0.0205,0.33,0.0021,17,7
20231117,동남권,송파구,0.0177,0.021,0.38,0.0023,20,10
20231117,서남권,양천구,0.0205,0.0179,0.4,0.0026,18,8
20231117,서남권,영등포구,0.0171,0.0197,0.37,0.0025,17,9
20231117,도심권,용산구,0.0165,0.0192,0.4,0.0026,18,9
20231117,서북권,은평구,0.0154,0.0167,0.32,0.0029,18,10
20231117,도심권,종로구,0.0153,0.0213,0.41,0.0033,18,10
20231117,도심권,중구,0.0159,0.0203,0.36,0.0029,15,10
20231117,동북권,중랑구,0.0177,0.0182,0.35,0.0022,17,11
20231118,동남권,강남구,0.0113,0.0264,0.35,0.0029,21,13
20231118,동남권,강동구,0.0117,0.0238,0.64,0.0034,19,9
20231118,동북권,강북구,0.0065,0.0279,0.38,0.0022,21,14
20231118,서남권,강서구,0.0132,0.0247,0.38,0.0027,24,11
20231118,서남권,관악구,0.0136,0.025,0.41,0.0022,26,14
20231118,동북권,광진구,0.0125,0.026,0.65,0.0017,21,12
20231118,서남권,구로구,0.0094,0.0211,0.28,0.0027,21,11
20231118,서남권,금천구,0.0141,0.0243,0.42,0.0023,22,14
20231118,동북권,노원구,0.0104,0.0241,0.38,0.0025,24,17
20231118,동북권,도봉구,0.0053,0.031,0.47,0.0022,20,13
20231118,동북권,동대문구,0.01,0.025,0.4,0.0026,23,14
20231118,서남권,동작구,0.0125,0.0262,0.33,0.0022,23,15
20231118,서북권,마포구,0.0125,0.025,0.38,0.0023,23,15
20231118,서북권,서대문구,0.0109,0.0259,0.39,0.0029,20,14
20231118,동남권,서초구,0.0089,0.0233,0.29,0.0027,27,15
20231118,동북권,성동구,0.0083,0.023,0.29,0.002,22,13
20231118,동북권,성북구,0.0081,0.0249,0.36,0.0024,20,12
20231118,동남권,송파구,0.0132,0.0271,0.39,0.0023,25,15
20231118,서남권,양천구,0.016,0.0235,0.42,0.0026,23,13
20231118,서남권,영등포구,0.0115,0.0267,0.38,0.0025,20,13
20231118,도심권,용산구,0.0113,0.0242,0.43,0.0023,24,16
20231118,서북권,은평구,0.0121,0.0206,0.27,0.0032,23,13
20231118,도심권,종로구,0.01,0.027,0.39,0.003,21,15
20231118,도심권,중구,0.0108,0.0259,0.36,0.0028,18,14
20231118,동북권,중랑구,0.0129,0.023,0.36,0.0025,21,15
20231119,동남권,강남구,0.0238,0.0229,0.47,0.0033,37,22
20231119,동남권,강동구,0.0247,0.0205,0.83,0.0035,43,23
20231119,동북권,강북구,0.0181,0.0239,0.53,0.0026,39,23
20231119,서남권,강서구,0.0268,0.0215,0.57,0.0029,42,21
20231119,서남권,관악구,0.0274,0.022,0.58,0.0028,46,25
20231119,동북권,광진구,0.0256,0.0234,0.76,0.002,37,21
20231119,서남권,구로구,0.0195,0.0183,0.4,0.003,43,25
20231119,서남권,금천구,0.0237,0.0245,0.55,0.0028,40,24
20231119,동북권,노원구,0.0213,0.0221,0.51,0.0029,42,25
20231119,동북권,도봉구,0.0192,0.0263,0.67,0.0026,38,24
20231119,동북권,동대문구,0.026,0.0194,0.56,0.0029,44,26
20231119,서남권,동작구,0.0245,0.0249,0.46,0.0027,40,24
20231119,서북권,마포구,0.0268,0.0208,0.55,0.0029,39,25
20231119,서북권,서대문구,0.0241,0.0231,0.64,0.0034,39,25
20231119,동남권,서초구,0.0198,0.0203,0.42,0.0027,46,28
20231119,동북권,성동구,0.0172,0.0191,0.4,0.0022,39,21
20231119,동북권,성북구,0.0238,0.0192,0.54,0.0025,42,25
20231119,동남권,송파구,0.0227,0.0256,0.5,0.0027,39,22
20231119,서남권,양천구,0.0287,0.0216,0.57,0.003,41,22
20231119,서남권,영등포구,0.024,0.0226,0.54,0.0027,36,24
20231119,도심권,용산구,0.0259,0.02,0.57,0.0031,41,23
20231119,서북권,은평구,0.018,0.0222,0.46,0.0034,42,22
20231119,도심권,종로구,0.0252,0.0215,0.6,0.0035,40,25
20231119,도심권,중구,0.0252,0.0209,0.53,0.0031,35,25
20231119,동북권,중랑구,0.0249,0.019,0.52,0.0026,36,25
20231120,동남권,강남구,0.0324,0.0139,0.52,0.0035,30,18
20231120,동남권,강동구,0.0384,0.0102,0.97,0.0035,33,16
20231120,동북권,강북구,0.0211,0.0167,0.55,0.0026,27,17
20231120,서남권,강서구,0.0339,0.0113,0.58,0.0036,33,15
20231120,서남권,관악구,0.0354,0.0126,0.61,0.0032,36,19
20231120,동북권,광진구,0.0393,0.0117,0.84,0.0023,29,16
20231120,서남권,구로구,0.0236,0.011,0.44,0.0033,33,17
20231120,서남권,금천구,0.0373,0.0101,0.61,0.003,30,18
20231120,동북권,노원구,0.0326,0.0113,0.63,0.0033,32,20
20231120,동북권,도봉구,0.0256,0.0189,0.59,0.003,27,17
20231120,동북권,동대문구,0.0327,0.0137,0.62,0.0033,32,19
20231120,서남권,동작구,0.0349,0.0122,0.5,0.0028,29,18
20231120,서북권,마포구,0.0344,0.0111,0.57,0.0028,30,18
20231120,서북권,서대문구,0.0271,0.0147,0.85,0.005,28,19
20231120,동남권,서초구,0.029,0.0093,0.48,0.0029,40,22
20231120,동북권,성동구,0.0251,0.0113,0.47,0.0033,29,15
20231120,동북권,성북구,0.0327,0.0109,0.63,0.0027,31,17
20231120,동남권,송파구,0.0359,0.0109,0.6,0.003,34,19
20231120,서남권,양천구,0.0389,0.0116,0.66,0.0035,31,17
20231120,서남권,영등포구,0.0337,0.0111,0.59,0.003,28,18
20231120,도심권,용산구,0.0305,0.0138,0.6,0.0031,31,17
20231120,서북권,은평구,0.0261,0.012,0.52,0.0032,27,14
20231120,도심권,종로구,0.0285,0.016,0.63,0.0035,30,19
20231120,도심권,중구,0.0298,0.0131,0.55,0.0031,26,18
20231120,동북권,중랑구,0.0304,0.0127,0.53,0.0027,26,18
20231121,동남권,강남구,0.0479,0.006,0.66,0.0043,37,22
20231121,동남권,강동구,0.0484,0.0062,1.07,0.004,40,22
20231121,동북권,강북구,0.0349,0.0098,0.61,0.0028,30,21
20231121,서남권,강서구,0.0524,0.0082,0.9,0.004,39,21
20231121,서남권,관악구,0.051,0.0069,0.82,0.0038,41,23
20231121,동북권,광진구,0.0503,0.0069,0.88,0.0024,32,19
20231121,서남권,구로구,0.0342,0.0082,0.59,0.0038,42,25
20231121,서남권,금천구,0.0475,0.0087,0.62,0.0036,31,20
20231121,동북권,노원구,0.0462,0.0061,0.75,0.0037,38,24
20231121,동북권,도봉구,0.0442,0.009,0.74,0.0035,34,22
20231121,동북권,동대문구,0.0494,0.0078,0.74,0.0039,38,22
20231121,서남권,동작구,0.0507,0.0099,0.67,0.0036,36,23
20231121,서북권,마포구,0.0519,0.0062,0.78,0.0034,33,23
20231121,서북권,서대문구,0.0423,0.0097,0.89,0.0047,32,23
20231121,동남권,서초구,0.0455,0.0044,0.7,0.0032,55,32
20231121,동북권,성동구,0.0381,0.0056,0.59,0.0042,36,19
20231121,동북권,성북구,0.0452,0.0069,0.74,0.0029,35,22
20231121,동남권,송파구,0.0483,0.0064,0.71,0.0038,36,21
20231121,서남권,양천구,0.0553,0.0082,0.88,0.004,40,22
20231121,서남권,영등포구,0.048,0.009,0.84,0.0038,36,24
20231121,도심권,용산구,0.0497,0.0069,0.79,0.004,35,21
20231121,서북권,은평구,0.0393,0.0084,0.57,0.0034,30,17
20231121,도심권,종로구,0.0459,0.0076,0.85,0.0045,33,22
20231121,도심권,중구,0.0461,0.0066,0.68,0.0037,28,21
20231121,동북권,중랑구,0.0424,0.007,0.59,0.0031,31,22
20231122,동남권,강남구,0.046,0.012,0.6,0.0043,42,27
20231122,동남권,강동구,0.0522,0.009,1.11,0.0041,54,36
20231122,동북권,강북구,0.0392,0.0096,0.66,0.0032,36,25
20231122,서남권,강서구,0.0445,0.0158,0.79,0.0039,40,23
20231122,서남권,관악구,0.041,0.0198,0.72,0.0037,43,25
20231122,동북권,광진구,0.0558,0.01,0.93,0.0026,41,28
20231122,서남권,구로구,0.0286,0.0185,0.56,0.003,40,26
20231122,서남권,금천구,0.0325,0.021,0.65,0.0033,34,22
20231122,동북권,노원구,0.0484,0.0094,0.72,0.0039,47,31
20231122,동북권,도봉구,0.0488,0.0107,0.84,0.0034,45,32
20231122,동북권,동대문구,0.0498,0.0113,0.71,0.0043,46,30
20231122,서남권,동작구,0.0457,0.017,0.63,0.0034,39,26
20231122,서북권,마포구,0.0429,0.0165,0.69,0.0037,35,26
20231122,서북권,서대문구,0.0382,0.0186,0.83,0.0037,36,27
20231122,동남권,서초구,0.0401,0.0122,0.62,0.0031,54,34
20231122,동북권,성동구,0.0333,0.0122,0.53,0.0041,43,25
20231122,동북권,성북구,0.0491,0.0088,0.73,0.0031,47,29
20231122,동남권,송파구,0.0451,0.0143,0.69,0.0037,42,26
20231122,서남권,양천구,0.0476,0.0161,0.7,0.0039,41,24
20231122,서남권,영등포구,0.0434,0.0143,0.73,0.0037,39,29
20231122,도심권,용산구,0.0474,0.0123,0.7,0.0041,38,24
20231122,서북권,은평구,0.0301,0.0164,0.59,0.0034,36,22
20231122,도심권,종로구,0.0437,0.0136,0.78,0.0049,41,27
20231122,도심권,중구,0.0436,0.013,0.67,0.0039,34,27
20231122,동북권,중랑구,0.042,0.0133,0.57,0.0034,40,30
20231123,동남권,강남구,0.0224,0.0316,0.57,0.0035,88,47
20231123,동남권,강동구,0.0262,0.0285,0.8,0.0033,98,52
20231123,동북권,강북구,0.0145,0.0348,0.62,0.0026,84,42
20231123,서남권,강서구,0.021,0.0313,0.66,0.0031,100,50
20231123,서남권,관악구,0.0203,0.0334,0.67,0.0032,97,49
20231123,동북권,광진구,0.0258,0.0307,0.75,0.0022,82,41
20231123,서남권,구로구,0.0151,0.031,0.59,0.0024,99,53
20231123,서남권,금천구,0.0214,0.032,0.69,0.0029,94,52
20231123,동북권,노원구,0.0232,0.0278,0.6,0.0029,84,43
20231123,동북권,도봉구,0.0205,0.0333,0.73,0.0029,88,47
20231123,동북권,동대문구,0.024,0.0289,0.67,0.0036,95,50
20231123,서남권,동작구,0.0171,0.0387,0.58,0.0027,91,48
20231123,서북권,마포구,0.0229,0.0306,0.65,0.003,87,54
20231123,서북권,서대문구,0.0226,0.0324,0.87,0.0029,87,52
20231123,동남권,서초구,0.0166,0.0289,0.53,0.0028,107,60
20231123,동북권,성동구,0.0177,0.0262,0.53,0.0028,87,42
20231123,동북권,성북구,0.023,0.0283,0.65,0.0024,96,47
20231123,동남권,송파구,0.0205,0.0344,0.62,0.0029,83,42
20231123,서남권,양천구,0.023,0.0309,0.69,0.003,96,50
20231123,서남권,영등포구,0.0193,0.0323,0.66,0.0028,85,51
20231123,도심권,용산구,0.0218,0.0281,0.63,0.003,86,41
20231123,서북권,은평구,0.0187,0.0262,0.72,0.003,91,51
20231123,도심권,종로구,0.0219,0.0309,0.7,0.0038,93,47
20231123,도심권,중구,0.0228,0.0293,0.64,0.0032,81,50
20231123,동북권,중랑구,0.0232,0.028,0.61,0.0026,78,48
20231124,동남권,강남구,0.0103,,0.29,0.0028,15,8
20231124,동남권,강동구,0.0103,0.0265,0.25,0.003,14,4
20231124,동북권,강북구,0.0054,0.0308,0.31,0.0018,14,8
20231124,서남권,강서구,0.0115,0.0282,0.32,0.0023,17,7
20231124,서남권,관악구,0.0104,0.0279,0.32,0.0018,17,7
20231124,동북권,광진구,0.0115,0.0283,0.23,0.0015,16,7
20231124,서남권,구로구,0.0085,0.0275,0.33,0.0019,15,6
20231124,서남권,금천구,0.0134,0.0261,0.35,0.0019,15,7
20231124,동북권,노원구,0.009,0.0273,0.31,0.0022,18,9
20231124,동북권,도봉구,0.0052,0.0326,0.17,0.002,17,9
20231124,동북권,동대문구,0.0089,0.0272,0.33,0.0023,16,8
20231124,서남권,동작구,0.0109,0.0293,0.27,0.0019,17,8
20231124,서북권,마포구,0.0118,0.0259,0.32,0.0019,14,7
20231124,서북권,서대문구,0.01,0.0285,0.32,0.0018,15,9
20231124,동남권,서초구,0.0074,0.025,0.25,0.0024,21,11
20231124,동북권,성동구,0.0089,0.0237,0.24,0.0019,15,8
20231124,동북권,성북구,0.0061,0.0278,0.33,0.0021,15,7
20231124,동남권,송파구,0.0128,0.0283,0.33,0.0019,18,8
20231124,서남권,양천구,0.0139,0.0271,0.34,0.0022,17,8
20231124,서남권,영등포구,0.011,0.0289,0.32,0.0022,15,7
20231124,도심권,용산구,0.0091,0.0264,0.35,0.0018,16,9
20231124,서북권,은평구,0.0108,0.023,0.17,0.0023,16,8
20231124,도심권,종로구,0.0098,0.0282,0.35,0.0024,16,10
20231124,도심권,중구,0.01,0.0261,0.31,0.0026,13,9
20231124,동북권,중랑구,0.0108,0.0265,0.28,0.002,14,8
20231125,동남권,강남구,0.0199,0.0219,0.36,0.0029,17,9
20231125,동남권,강동구,0.0225,0.0178,0.36,0.0035,17,5
20231125,동북권,강북구,0.0147,0.0214,0.41,0.0021,17,10
20231125,서남권,강서구,0.0193,0.0221,0.4,0.0026,20,8
20231125,서남권,관악구,0.0222,0.0192,0.41,0.0021,19,9
20231125,동북권,광진구,0.0232,0.0206,0.38,0.0013,16,8
20231125,서남권,구로구,0.0159,0.022,0.39,0.0023,18,7
20231125,서남권,금천구,0.0264,0.0168,0.46,0.0023,19,10
20231125,동북권,노원구,0.0185,0.0204,0.4,0.0027,20,11
20231125,동북권,도봉구,0.0159,0.024,0.25,0.002,18,10
20231125,동북권,동대문구,0.0194,0.0211,0.4,0.0027,19,8
20231125,서남권,동작구,0.0257,0.0178,0.38,0.0021,19,11
20231125,서북권,마포구,0.0194,0.0206,0.4,0.0021,18,10
20231125,서북권,서대문구,0.016,0.0245,0.41,0.0028,15,10
20231125,동남권,서초구,0.0201,0.0166,0.32,0.0027,27,12
20231125,동북권,성동구,0.018,0.0169,0.32,0.002,18,8
20231125,동북권,성북구,0.0189,0.0187,0.45,0.0025,17,8
20231125,동남권,송파구,0.0234,0.0202,0.42,0.0022,19,10
20231125,서남권,양천구,0.0216,0.0215,0.43,0.0025,19,9
20231125,서남권,영등포구,0.0189,0.0227,0.37,0.0025,17,9
20231125,도심권,용산구,0.0191,0.0211,0.44,0.0022,19,12
20231125,서북권,은평구,0.0153,0.02,0.15,0.0027,15,8
20231125,도심권,종로구,0.016,0.0237,0.42,0.0025,18,10
20231125,도심권,중구,0.0182,0.019,0.38,0.0028,14,9
20231125,동북권,중랑구,0.0202,0.0189,0.37,0.0023,18,10
20231126,동남권,강남구,0.0323,0.0139,0.42,0.0029,24,15
20231126,동남권,강동구,0.0301,0.0138,0.45,,25,14
20231126,동북권,강북구,0.0294,0.0136,0.55,0.0025,24,16
20231126,서남권,강서구,0.0308,0.0176,0.51,0.0027,26,13
20231126,서남권,관악구,0.03,0.0171,0.49,0.0023,25,14
20231126,동북권,광진구,0.0366,0.0137,0.46,,24,15
20231126,서남권,구로구,0.0218,0.0201,0.44,0.0023,24,13
20231126,서남권,금천구,0.0319,0.0155,0.52,0.0025,23,15
20231126,동북권,노원구,0.0252,0.0181,0.45,0.0028,26,17
20231126,동북권,도봉구,0.0298,0.0162,0.35,0.0021,23,18
20231126,동북권,동대문구,0.0349,0.0122,0.5,0.0028,27,15
20231126,서남권,동작구,0.0316,0.0169,0.42,0.0024,23,16
20231126,서북권,마포구,0.0307,0.0152,0.48,0.0025,24,16
20231126,서북권,서대문구,0.0315,0.0157,0.52,0.0026,25,17
20231126,동남권,서초구,0.0256,0.0138,0.36,0.0027,29,17
20231126,동북권,성동구,0.0245,0.0125,0.38,0.0021,24,14
20231126,동북권,성북구,0.0317,0.0118,0.54,0.0026,27,16
20231126,동남권,송파구,0.0321,0.0145,0.47,0.0026,26,17
20231126,서남권,양천구,0.0316,0.0179,0.52,0.0028,25,14
20231126,서남권,영등포구,0.0277,0.0187,0.47,0.0026,22,15
20231126,도심권,용산구,0.0311,0.0152,0.48,0.0027,23,14
20231126,서북권,은평구,0.0284,0.0146,0.26,0.0029,24,15
20231126,도심권,종로구,0.0313,0.014,0.53,0.003,24,17
20231126,도심권,중구,0.0313,0.0126,0.49,0.0028,21,16
20231126,동북권,중랑구,0.027,0.0155,0.42,0.0025,23,17
20231127,동남권,강남구,0.0315,0.0128,0.48,0.003,39,24
20231127,동남권,강동구,0.0348,0.0112,0.57,,40,25
20231127,동북권,강북구,0.0297,0.0104,0.62,0.0025,38,25
20231127,서남권,강서구,0.0284,0.0172,0.55,0.0027,41,22
20231127,서남권,관악구,0.0263,0.0183,0.53,0.0022,42,23
20231127,동북권,광진구,0.0394,0.0121,0.54,,37,22
20231127,서남권,구로구,0.0204,0.0195,0.47,0.0021,40,24
20231127,서남권,금천구,0.0246,0.0198,0.56,0.0026,37,23
20231127,동북권,노원구,0.0287,0.0136,0.52,0.0024,40,26
20231127,동북권,도봉구,0.031,0.0129,0.58,0.0023,42,27
20231127,동북권,동대문구,0.0349,0.0108,0.6,0.0029,43,27
20231127,서남권,동작구,0.0298,0.0161,0.47,0.0024,38,24
20231127,서북권,마포구,0.0301,0.0147,0.55,0.0025,38,25
20231127,서북권,서대문구,0.0284,0.016,0.64,0.0022,41,27
20231127,동남권,서초구,0.0251,0.0119,0.43,0.0026,52,32
